testament,book,chapter,source,source_verses,russian_verses,match
OT,DEU,28,WLC,68,68,True
OT,DEU,29,WLC,29,29,True
OT,DEU,30,WLC,20,20,True
OT,DEU,31,WLC,30,30,True
OT,DEU,32,WLC,52,52,True
OT,DEU,33,WLC,29,29,True
OT,DEU,34,WLC,12,12,True
OT,ISA,1,WLC,31,31,True
OT,ISA,2,WLC,22,22,True
OT,ISA,3,WLC,26,25,False
OT,ISA,4,WLC,6,6,True
OT,ISA,5,WLC,30,30,True
OT,ISA,6,WLC,13,13,True
OT,ISA,7,WLC,25,25,True
OT,ISA,8,WLC,22,22,True
OT,ISA,9,WLC,21,21,True
OT,ISA,10,WLC,34,34,True
OT,ISA,11,WLC,16,16,True
OT,ISA,12,WLC,6,6,True
OT,ISA,13,WLC,22,22,True
OT,ISA,14,WLC,32,32,True
OT,ISA,15,WLC,9,9,True
OT,ISA,16,WLC,14,14,True
OT,ISA,17,WLC,14,14,True
OT,ISA,18,WLC,7,7,True
OT,ISA,19,WLC,25,25,True
OT,ISA,20,WLC,6,6,True
OT,ISA,21,WLC,17,17,True
OT,ISA,22,WLC,25,25,True
OT,ISA,23,WLC,18,18,True
OT,ISA,24,WLC,23,23,True
OT,ISA,25,WLC,12,12,True
OT,ISA,26,WLC,21,21,True
OT,ISA,27,WLC,13,13,True
OT,ISA,28,WLC,29,29,True
OT,ISA,29,WLC,24,24,True
OT,ISA,30,WLC,33,33,True
OT,ISA,31,WLC,9,9,True
OT,ISA,32,WLC,20,20,True
OT,ISA,33,WLC,24,24,True
OT,ISA,34,WLC,17,17,True
OT,ISA,35,WLC,10,10,True
OT,ISA,36,WLC,22,22,True
OT,ISA,37,WLC,38,38,True
OT,ISA,38,WLC,22,22,True
OT,ISA,39,WLC,8,8,True
OT,ISA,40,WLC,31,31,True
OT,ISA,41,WLC,29,29,True
OT,ISA,42,WLC,25,25,True
OT,ISA,43,WLC,28,28,True
OT,ISA,44,WLC,28,28,True
OT,ISA,45,WLC,25,25,True
OT,ISA,46,WLC,13,13,True
OT,ISA,47,WLC,15,15,True
OT,ISA,48,WLC,22,22,True
OT,ISA,49,WLC,26,26,True
OT,ISA,50,WLC,11,11,True
OT,ISA,51,WLC,23,23,True
OT,ISA,52,WLC,15,15,True
OT,ISA,53,WLC,12,12,True
OT,ISA,54,WLC,17,17,True
OT,ISA,55,WLC,13,13,True
OT,ISA,56,WLC,12,12,True
OT,ISA,57,WLC,21,21,True
OT,ISA,58,WLC,14,14,True
OT,ISA,59,WLC,21,21,True
OT,ISA,60,WLC,22,22,True
OT,ISA,61,WLC,11,11,True
OT,ISA,62,WLC,12,12,True
OT,ISA,63,WLC,19,19,True
OT,ISA,64,WLC,12,12,True
OT,ISA,65,WLC,25,25,True
OT,ISA,66,WLC,24,24,True
OT,JOS,1,WLC,18,18,True
OT,JOS,2,WLC,24,24,True
OT,JOS,3,WLC,17,17,True
OT,JOS,4,WLC,24,24,True
OT,JOS,5,WLC,15,16,False
OT,JOS,6,WLC,27,26,False
OT,JOS,7,WLC,26,26,True
OT,JOS,8,WLC,35,35,True
OT,JOS,9,WLC,27,27,True
OT,JOS,10,WLC,43,43,True
OT,JOS,11,WLC,23,23,True
OT,JOS,12,WLC,24,24,True
OT,JOS,13,WLC,33,33,True
OT,JOS,14,WLC,15,15,True
OT,JOS,15,WLC,63,63,True
OT,JOS,16,WLC,10,10,True
OT,JOS,17,WLC,18,18,True
OT,JOS,18,WLC,28,28,True
OT,JOS,19,WLC,51,51,True
OT,JOS,20,WLC,9,9,True
OT,JOS,21,WLC,45,45,True
OT,JOS,22,WLC,34,34,True
OT,JOS,23,WLC,16,16,True
OT,JOS,24,WLC,33,36,False
OT,2KI,1,WLC,18,18,True
OT,2KI,2,WLC,25,25,True
OT,2KI,3,WLC,27,27,True
OT,2KI,4,WLC,44,44,True
OT,2KI,5,WLC,27,27,True
OT,2KI,6,WLC,33,33,True
OT,2KI,7,WLC,20,20,True
OT,2KI,8,WLC,29,29,True
OT,2KI,9,WLC,37,37,True
OT,2KI,10,WLC,36,36,True
OT,2KI,11,WLC,21,21,True
OT,2KI,12,WLC,21,21,True
OT,2KI,13,WLC,25,25,True
OT,2KI,14,WLC,29,29,True
OT,2KI,15,WLC,38,38,True
OT,2KI,16,WLC,20,20,True
OT,2KI,17,WLC,41,41,True
OT,2KI,18,WLC,37,37,True
OT,2KI,19,WLC,37,37,True
OT,2KI,20,WLC,21,21,True
OT,2KI,21,WLC,26,26,True
OT,2KI,22,WLC,20,20,True
OT,2KI,23,WLC,37,37,True
OT,2KI,24,WLC,20,20,True
OT,2KI,25,WLC,30,30,True
OT,ZEP,1,WLC,18,18,True
OT,ZEP,2,WLC,15,15,True
OT,ZEP,3,WLC,20,20,True
OT,1CH,1,WLC,54,54,True
OT,1CH,2,WLC,55,55,True
OT,1CH,3,WLC,24,24,True
OT,1CH,4,WLC,43,43,True
OT,1CH,5,WLC,26,26,True
OT,1CH,6,WLC,81,81,True
OT,1CH,7,WLC,40,40,True
OT,1CH,8,WLC,40,40,True
OT,1CH,9,WLC,44,44,True
OT,1CH,10,WLC,14,14,True
OT,1CH,11,WLC,47,47,True
OT,1CH,12,WLC,40,40,True
OT,1CH,13,WLC,14,14,True
OT,1CH,14,WLC,17,17,True
OT,1CH,15,WLC,29,29,True
OT,1CH,16,WLC,43,43,True
OT,1CH,17,WLC,27,27,True
OT,1CH,18,WLC,17,17,True
OT,1CH,19,WLC,19,19,True
OT,1CH,20,WLC,8,8,True
OT,1CH,21,WLC,30,30,True
OT,1CH,22,WLC,19,19,True
OT,1CH,23,WLC,32,32,True
OT,1CH,24,WLC,31,31,True
OT,1CH,25,WLC,31,31,True
OT,1CH,26,WLC,32,32,True
OT,1CH,27,WLC,34,34,True
OT,1CH,28,WLC,21,21,True
OT,1CH,29,WLC,30,30,True
OT,EXO,1,WLC,22,22,True
OT,EXO,2,WLC,25,25,True
OT,EXO,3,WLC,22,22,True
OT,EXO,4,WLC,31,31,True
OT,EXO,5,WLC,23,23,True
OT,EXO,6,WLC,30,30,True
OT,EXO,7,WLC,25,25,True
OT,EXO,8,WLC,32,32,True
OT,EXO,9,WLC,35,35,True
OT,EXO,10,WLC,29,29,True
OT,EXO,11,WLC,10,10,True
OT,EXO,12,WLC,51,51,True
OT,EXO,13,WLC,22,22,True
OT,EXO,14,WLC,31,31,True
OT,EXO,15,WLC,27,27,True
OT,EXO,16,WLC,36,36,True
OT,EXO,17,WLC,16,16,True
OT,EXO,18,WLC,27,27,True
OT,EXO,19,WLC,25,25,True
OT,EXO,20,WLC,26,26,True
OT,EXO,21,WLC,36,36,True
OT,EXO,22,WLC,31,31,True
OT,EXO,23,WLC,33,33,True
OT,EXO,24,WLC,18,18,True
OT,EXO,25,WLC,40,40,True
OT,EXO,26,WLC,37,37,True
OT,EXO,27,WLC,21,21,True
OT,EXO,28,WLC,43,43,True
OT,EXO,29,WLC,46,46,True
OT,EXO,30,WLC,38,38,True
OT,EXO,31,WLC,18,18,True
OT,EXO,32,WLC,35,35,True
OT,EXO,33,WLC,23,23,True
OT,EXO,34,WLC,35,35,True
OT,EXO,35,WLC,35,35,True
OT,EXO,36,WLC,38,38,True
OT,EXO,37,WLC,29,29,True
OT,EXO,38,WLC,31,31,True
OT,EXO,39,WLC,43,43,True
OT,EXO,40,WLC,38,38,True
OT,OBA,1,WLC,21,21,True
NT,COL,1,TR1550,29,29,True
NT,COL,2,TR1550,23,23,True
NT,COL,3,TR1550,25,25,True
NT,COL,4,TR1550,18,18,True
NT,1JN,1,TR1550,10,10,True
NT,1JN,2,TR1550,29,29,True
NT,1JN,3,TR1550,24,24,True
NT,1JN,4,TR1550,21,21,True
NT,1JN,5,TR1550,21,21,True
NT,LUK,1,TR1550,80,80,True
NT,LUK,2,TR1550,52,52,True
NT,LUK,3,TR1550,38,38,True
NT,LUK,4,TR1550,44,44,True
NT,LUK,5,TR1550,39,39,True
NT,LUK,6,TR1550,49,49,True
NT,LUK,7,TR1550,50,50,True
NT,LUK,8,TR1550,56,56,True
NT,LUK,9,TR1550,62,62,True
NT,LUK,10,TR1550,42,42,True
NT,LUK,11,TR1550,54,54,True
NT,LUK,12,TR1550,59,59,True
NT,LUK,13,TR1550,35,35,True
NT,LUK,14,TR1550,35,35,True
NT,LUK,15,TR1550,32,32,True
NT,LUK,16,TR1550,31,31,True
NT,LUK,17,TR1550,37,37,True
NT,LUK,18,TR1550,43,43,True
NT,LUK,19,TR1550,48,48,True
NT,LUK,20,TR1550,47,47,True
NT,LUK,21,TR1550,38,38,True
NT,LUK,22,TR1550,71,71,True
NT,LUK,23,TR1550,56,56,True
NT,LUK,24,TR1550,53,53,True
NT,PHP,1,TR1550,30,30,True
NT,PHP,2,TR1550,30,30,True
NT,PHP,3,TR1550,21,21,True
NT,PHP,4,TR1550,23,23,True
NT,2CO,1,TR1550,24,24,True
NT,2CO,2,TR1550,17,17,True
NT,2CO,3,TR1550,18,18,True
NT,2CO,4,TR1550,18,18,True
NT,2CO,5,TR1550,21,21,True
NT,2CO,6,TR1550,18,18,True
NT,2CO,7,TR1550,16,16,True
NT,2CO,8,TR1550,24,24,True
NT,2CO,9,TR1550,15,15,True
NT,2CO,10,TR1550,18,18,True
NT,2CO,11,TR1550,33,32,False
NT,2CO,12,TR1550,21,21,True
NT,2CO,13,TR1550,14,13,False
NT,EPH,1,TR1550,23,23,True
NT,EPH,2,TR1550,22,22,True
NT,EPH,3,TR1550,21,21,True
NT,EPH,4,TR1550,32,32,True
NT,EPH,5,TR1550,33,33,True
NT,EPH,6,TR1550,24,24,True
NT,1PE,1,TR1550,25,25,True
NT,1PE,2,TR1550,25,25,True
NT,1PE,3,TR1550,22,22,True
NT,1PE,4,TR1550,19,19,True
NT,1PE,5,TR1550,14,14,True
NT,MAT,1,TR1550,25,25,True
NT,MAT,2,TR1550,23,23,True
NT,MAT,3,TR1550,17,17,True
NT,MAT,4,TR1550,25,25,True
NT,MAT,5,TR1550,48,48,True
NT,MAT,6,TR1550,34,34,True
NT,MAT,7,TR1550,29,29,True
NT,MAT,8,TR1550,34,34,True
NT,MAT,9,TR1550,38,38,True
NT,MAT,10,TR1550,42,42,True
NT,MAT,11,TR1550,30,30,True
NT,MAT,12,TR1550,50,50,True
NT,MAT,13,TR1550,58,58,True
NT,MAT,14,TR1550,36,36,True
NT,MAT,15,TR1550,39,39,True
NT,MAT,16,TR1550,28,28,True
NT,MAT,17,TR1550,27,27,True
NT,MAT,18,TR1550,35,35,True
NT,MAT,19,TR1550,30,30,True
NT,MAT,20,TR1550,34,34,True
NT,MAT,21,TR1550,46,46,True
NT,MAT,22,TR1550,46,46,True
NT,MAT,23,TR1550,39,39,True
NT,MAT,24,TR1550,51,51,True
NT,MAT,25,TR1550,46,46,True
NT,MAT,26,TR1550,75,75,True
NT,MAT,27,TR1550,66,66,True
NT,MAT,28,TR1550,20,20,True
NT,REV,1,TR1550,20,20,True
NT,REV,2,TR1550,29,29,True
NT,REV,3,TR1550,22,22,True
NT,REV,4,TR1550,11,11,True
NT,REV,5,TR1550,14,14,True
NT,REV,6,TR1550,17,17,True
NT,REV,7,TR1550,17,17,True
NT,REV,8,TR1550,13,13,True
NT,REV,9,TR1550,21,21,True
NT,REV,10,TR1550,11,11,True
NT,REV,11,TR1550,19,19,True
NT,REV,12,TR1550,17,17,True
NT,REV,13,TR1550,18,18,True
NT,REV,14,TR1550,20,20,True
NT,REV,15,TR1550,8,8,True
NT,REV,16,TR1550,21,21,True
NT,REV,17,TR1550,18,18,True
NT,REV,18,TR1550,24,24,True
NT,REV,19,TR1550,21,21,True
NT,REV,20,TR1550,15,15,True
NT,REV,21,TR1550,27,27,True
NT,REV,22,TR1550,21,21,True
NT,TIT,1,TR1550,16,16,True
NT,TIT,2,TR1550,15,15,True
NT,TIT,3,TR1550,15,15,True
NT,MRK,1,TR1550,45,45,True
NT,MRK,2,TR1550,28,28,True
NT,MRK,3,TR1550,35,35,True
NT,MRK,4,TR1550,41,41,True
NT,MRK,5,TR1550,43,43,True
NT,MRK,6,TR1550,56,56,True
NT,MRK,7,TR1550,37,37,True
NT,MRK,8,TR1550,38,38,True
NT,MRK,9,TR1550,50,50,True
NT,MRK,10,TR1550,52,52,True
NT,MRK,11,TR1550,33,33,True
NT,MRK,12,TR1550,44,44,True
NT,MRK,13,TR1550,37,37,True
NT,MRK,14,TR1550,72,72,True
NT,MRK,15,TR1550,47,47,True
NT,MRK,16,TR1550,20,20,True
NT,1TI,1,TR1550,20,20,True
NT,1TI,2,TR1550,15,15,True
NT,1TI,3,TR1550,16,16,True
NT,1TI,4,TR1550,16,16,True
NT,1TI,5,TR1550,25,25,True
NT,1TI,6,TR1550,21,21,True
NT,2TH,1,TR1550,12,12,True
NT,2TH,2,TR1550,17,17,True
NT,2TH,3,TR1550,18,18,True
NT,ROM,1,TR1550,32,32,True
NT,ROM,2,TR1550,29,29,True
NT,ROM,3,TR1550,31,31,True
NT,ROM,4,TR1550,25,25,True
NT,ROM,5,TR1550,21,21,True
NT,ROM,6,TR1550,23,23,True
NT,ROM,7,TR1550,25,25,True
NT,ROM,8,TR1550,39,39,True
NT,ROM,9,TR1550,33,33,True
NT,ROM,10,TR1550,21,21,True
NT,ROM,11,TR1550,36,36,True
NT,ROM,12,TR1550,21,21,True
NT,ROM,13,TR1550,14,14,True
NT,ROM,14,TR1550,23,26,False
NT,ROM,15,TR1550,33,33,True
NT,ROM,16,TR1550,27,24,False
NT,2TI,1,TR1550,18,18,True
NT,2TI,2,TR1550,26,26,True
NT,2TI,3,TR1550,17,17,True
NT,2TI,4,TR1550,22,22,True
NT,JUD,1,TR1550,25,25,True
NT,PHM,1,TR1550,25,25,True
NT,2JN,1,TR1550,13,13,True
NT,GAL,1,TR1550,24,24,True
NT,GAL,2,TR1550,21,21,True
NT,GAL,3,TR1550,29,29,True
NT,GAL,4,TR1550,31,31,True
NT,GAL,5,TR1550,26,26,True
NT,GAL,6,TR1550,18,18,True
NT,ACT,1,TR1550,26,26,True
NT,ACT,2,TR1550,47,47,True
NT,ACT,3,TR1550,26,26,True
NT,ACT,4,TR1550,37,37,True
NT,ACT,5,TR1550,42,42,True
NT,ACT,6,TR1550,15,15,True
NT,ACT,7,TR1550,60,60,True
NT,ACT,8,TR1550,40,40,True
NT,ACT,9,TR1550,43,43,True
NT,ACT,10,TR1550,48,48,True
NT,ACT,11,TR1550,30,30,True
NT,ACT,12,TR1550,25,25,True
NT,ACT,13,TR1550,52,52,True
NT,ACT,14,TR1550,28,28,True
NT,ACT,15,TR1550,41,41,True
NT,ACT,16,TR1550,40,40,True
NT,ACT,17,TR1550,34,34,True
NT,ACT,18,TR1550,28,28,True
NT,ACT,19,TR1550,41,40,False
NT,ACT,20,TR1550,38,38,True
NT,ACT,21,TR1550,40,40,True
NT,ACT,22,TR1550,30,30,True
NT,ACT,23,TR1550,35,35,True
NT,ACT,24,TR1550,27,27,True
NT,ACT,25,TR1550,27,27,True
NT,ACT,26,TR1550,32,32,True
NT,ACT,27,TR1550,44,44,True
NT,ACT,28,TR1550,31,31,True
NT,1CO,1,TR1550,31,31,True
NT,1CO,2,TR1550,16,16,True
NT,1CO,3,TR1550,23,23,True
NT,1CO,4,TR1550,21,21,True
NT,1CO,5,TR1550,13,13,True
NT,1CO,6,TR1550,20,20,True
NT,1CO,7,TR1550,40,40,True
NT,1CO,8,TR1550,13,13,True
NT,1CO,9,TR1550,27,27,True
NT,1CO,10,TR1550,33,33,True
NT,1CO,11,TR1550,34,34,True
NT,1CO,12,TR1550,31,31,True
NT,1CO,13,TR1550,13,13,True
NT,1CO,14,TR1550,40,40,True
NT,1CO,15,TR1550,58,58,True
NT,1CO,16,TR1550,24,24,True
NT,JAS,1,TR1550,27,27,True
NT,JAS,2,TR1550,26,26,True
NT,JAS,3,TR1550,18,18,True
NT,JAS,4,TR1550,17,17,True
NT,JAS,5,TR1550,20,20,True
NT,JHN,1,TR1550,51,51,True
NT,JHN,2,TR1550,25,25,True
NT,JHN,3,TR1550,36,36,True
NT,JHN,4,TR1550,54,54,True
NT,JHN,5,TR1550,47,47,True
NT,JHN,6,TR1550,71,71,True
NT,JHN,7,TR1550,53,53,True
NT,JHN,8,TR1550,59,59,True
NT,JHN,9,TR1550,41,41,True
NT,JHN,10,TR1550,42,42,True
NT,JHN,11,TR1550,57,57,True
NT,JHN,12,TR1550,50,50,True
NT,JHN,13,TR1550,38,38,True
NT,JHN,14,TR1550,31,31,True
NT,JHN,15,TR1550,27,27,True
NT,JHN,16,TR1550,33,33,True
NT,JHN,17,TR1550,26,26,True
NT,JHN,18,TR1550,40,40,True
NT,JHN,19,TR1550,42,42,True
NT,JHN,20,TR1550,31,31,True
NT,JHN,21,TR1550,25,25,True
NT,HEB,1,TR1550,14,14,True
NT,HEB,2,TR1550,18,18,True
NT,HEB,3,TR1550,19,19,True
NT,HEB,4,TR1550,16,16,True
NT,HEB,5,TR1550,14,14,True
NT,HEB,6,TR1550,20,20,True
NT,HEB,7,TR1550,28,28,True
NT,HEB,8,TR1550,13,13,True
NT,HEB,9,TR1550,28,28,True
NT,HEB,10,TR1550,39,39,True
NT,HEB,11,TR1550,40,40,True
NT,HEB,12,TR1550,29,29,True
NT,HEB,13,TR1550,25,25,True
NT,1TH,1,TR1550,10,10,True
NT,1TH,2,TR1550,20,20,True
NT,1TH,3,TR1550,13,13,True
NT,1TH,4,TR1550,18,18,True
NT,1TH,5,TR1550,28,28,True
NT,3JN,1,TR1550,14,15,False
NT,2PE,1,TR1550,21,21,True
NT,2PE,2,TR1550,22,22,True
NT,2PE,3,TR1550,18,18,True
