book,chapter,verse,flags,priority
ACT,26,4,TRANSLATION,normal
ACT,26,5,TRANSLATION,normal
ACT,26,6,TRANSLATION,normal
ACT,26,7,TRANSLATION,normal
ACT,26,9,TRANSLATION,normal
ACT,26,10,TRANSLATION,normal
ACT,26,11,TRANSLATION,normal
ACT,26,14,TRANSLATION,normal
ACT,26,15,TRANSLATION,normal
ACT,26,21,TRANSLATION,normal
ACT,26,23,TRANSLATION,normal
ACT,26,25,TRANSLATION,normal
ACT,26,26,TRANSLATION,normal
ACT,26,28,TRANSLATION,normal
ACT,26,32,TRANSLATION,normal
ACT,27,1,TRANSLATION,normal
ACT,27,3,TRANSLATION,normal
ACT,27,6,TRANSLATION,normal
ACT,27,7,TRANSLATION,normal
ACT,27,8,TRANSLATION,normal
ACT,27,10,TRANSLATION,normal
ACT,27,11,TRANSLATION,normal
ACT,27,12,TRANSLATION,normal
ACT,27,16,TRANSLATION,normal
ACT,27,17,TRANSLATION,normal
ACT,27,18,TRANSLATION,normal
ACT,27,19,TRANSLATION,normal
ACT,27,20,TRANSLATION,normal
ACT,27,21,TRANSLATION,normal
ACT,27,23,TRANSLATION,normal
ACT,27,24,TRANSLATION,normal
ACT,27,25,TRANSLATION,normal
ACT,27,26,TRANSLATION,normal
ACT,27,27,TRANSLATION,normal
ACT,27,28,TRANSLATION,normal
ACT,27,32,TRANSLATION,normal
ACT,27,33,TRANSLATION,normal
ACT,27,36,TRANSLATION,normal
ACT,27,39,TRANSLATION,normal
ACT,27,41,TRANSLATION,normal
ACT,27,43,TRANSLATION,normal
ACT,28,2,TRANSLATION,normal
ACT,28,3,TRANSLATION,normal
ACT,28,4,TRANSLATION,normal
ACT,28,7,TRANSLATION,normal
ACT,28,10,TRANSLATION,normal
ACT,28,11,TRANSLATION,normal
ACT,28,19,TRANSLATION,normal
ACT,28,20,TRANSLATION,normal
ACT,28,21,TRANSLATION,normal
ACT,28,23,TRANSLATION,normal
ACT,28,24,TRANSLATION,normal
ACT,28,26,TRANSLATION,normal
ACT,28,27,TRANSLATION,normal
ACT,28,31,TRANSLATION,normal
ROM,1,4,TRANSLATION,normal
ROM,1,7,TRANSLATION,normal
ROM,1,8,TRANSLATION,normal
ROM,1,10,TRANSLATION,normal
ROM,1,17,TRANSLATION,normal
ROM,1,20,TRANSLATION,normal
ROM,1,24,TRANSLATION,normal
ROM,1,28,TRANSLATION,normal
ROM,1,29,TRANSLATION,normal
ROM,1,31,TRANSLATION,normal
ROM,2,1,TRANSLATION,normal
ROM,2,4,TRANSLATION,normal
ROM,2,7,TRANSLATION,normal
ROM,2,8,TRANSLATION,normal
ROM,2,11,TRANSLATION,normal
ROM,2,12,TRANSLATION,normal
ROM,2,13,TRANSLATION,normal
ROM,2,15,TRANSLATION,normal
ROM,2,16,TRANSLATION,normal
ROM,2,18,TRANSLATION,normal
ROM,2,22,TRANSLATION,normal
ROM,2,27,TRANSLATION,normal
ROM,2,29,TRANSLATION,normal
ROM,3,2,TRANSLATION,normal
ROM,3,4,TRANSLATION,normal
ROM,3,6,TRANSLATION,normal
ROM,3,8,TRANSLATION,normal
ROM,3,10,TRANSLATION,normal
ROM,3,15,TRANSLATION,normal
ROM,3,21,TRANSLATION,normal
ROM,3,24,TRANSLATION,normal
ROM,3,28,TRANSLATION,normal
ROM,3,29,TRANSLATION,normal
ROM,4,1,TRANSLATION,normal
ROM,4,3,TRANSLATION,normal
ROM,4,6,TRANSLATION,normal
ROM,4,8,TRANSLATION,normal
ROM,4,9,TRANSLATION,normal
ROM,4,13,TRANSLATION,normal
ROM,4,14,TRANSLATION,normal
ROM,4,17,TRANSLATION,normal
ROM,4,20,TRANSLATION,normal
ROM,4,22,TRANSLATION,normal
ROM,4,24,TRANSLATION,normal
ROM,5,2,TRANSLATION,normal
ROM,5,7,TRANSLATION,normal
ROM,5,8,TRANSLATION,normal
ROM,5,9,TRANSLATION,normal
ROM,5,10,TRANSLATION,normal
ROM,5,14,TRANSLATION,normal
ROM,5,16,TRANSLATION,normal
ROM,5,18,TRANSLATION,normal
ROM,6,2,TRANSLATION,normal
ROM,6,6,TRANSLATION,normal
ROM,6,8,TRANSLATION,normal
ROM,6,12,TRANSLATION,normal
ROM,6,15,TRANSLATION,normal
ROM,6,17,TRANSLATION,normal
ROM,6,19,TRANSLATION,normal
ROM,6,20,TRANSLATION,normal
ROM,6,22,TRANSLATION,normal
ROM,7,1,TRANSLATION,normal
ROM,7,4,TRANSLATION,normal
ROM,7,9,TRANSLATION,normal
ROM,7,13,TRANSLATION,normal
ROM,7,14,TRANSLATION,normal
ROM,7,16,TRANSLATION,normal
ROM,7,19,TRANSLATION,normal
ROM,7,21,TRANSLATION,normal
ROM,8,1,TRANSLATION,normal
ROM,8,3,TRANSLATION,normal
ROM,8,10,TRANSLATION,normal
ROM,8,12,TRANSLATION,normal
ROM,8,13,TRANSLATION,normal
ROM,8,16,TRANSLATION,normal
ROM,8,19,TRANSLATION,normal
ROM,8,20,TRANSLATION,normal
ROM,8,22,TRANSLATION,normal
ROM,8,23,TRANSLATION,normal
ROM,8,27,TRANSLATION,normal
ROM,8,28,TRANSLATION,normal
ROM,8,29,TRANSLATION,normal
ROM,8,30,TRANSLATION,normal
ROM,8,33,TRANSLATION,normal
ROM,8,34,TRANSLATION,normal
ROM,8,37,TRANSLATION,normal
ROM,9,8,TRANSLATION,normal
ROM,9,9,TRANSLATION,normal
ROM,9,10,TRANSLATION,normal
ROM,9,14,TRANSLATION,normal
ROM,9,15,TRANSLATION,normal
ROM,9,16,TRANSLATION,normal
ROM,9,19,TRANSLATION,normal
ROM,9,26,TRANSLATION,normal
ROM,9,28,TRANSLATION,normal
ROM,9,30,TRANSLATION,normal
ROM,9,32,TRANSLATION,normal
ROM,10,3,TRANSLATION,normal
ROM,10,6,TRANSLATION,normal
ROM,10,8,TRANSLATION,normal
ROM,10,10,TRANSLATION,normal
ROM,10,12,TRANSLATION,normal
ROM,11,1,TRANSLATION,normal
ROM,11,2,TRANSLATION,normal
ROM,11,6,TRANSLATION,normal
ROM,11,11,TRANSLATION,normal
ROM,11,13,TRANSLATION,normal
ROM,11,14,TRANSLATION,normal
ROM,11,18,TRANSLATION,normal
ROM,11,19,TRANSLATION,normal
ROM,11,23,TRANSLATION,normal
ROM,11,30,TRANSLATION,normal
ROM,11,31,TRANSLATION,normal
ROM,11,32,TRANSLATION,normal
ROM,12,3,TRANSLATION,normal
ROM,12,4,TRANSLATION,normal
ROM,12,5,TRANSLATION,normal
ROM,12,6,TRANSLATION,normal
ROM,12,7,TRANSLATION,normal
ROM,12,10,TRANSLATION,normal
ROM,12,11,TRANSLATION,normal
ROM,12,13,TRANSLATION,normal
ROM,12,16,TRANSLATION,normal
ROM,13,3,TRANSLATION,normal
ROM,13,7,TRANSLATION,normal
ROM,13,10,TRANSLATION,normal
ROM,13,13,TRANSLATION,normal
ROM,14,3,TRANSLATION,normal
ROM,14,6,TRANSLATION,normal
ROM,14,9,TRANSLATION,normal
ROM,14,11,TRANSLATION,normal
ROM,14,15,TRANSLATION,normal
ROM,14,16,TRANSLATION,normal
ROM,14,22,TRANSLATION,normal
ROM,15,6,TRANSLATION,normal
ROM,15,7,TRANSLATION,normal
ROM,15,8,TRANSLATION,normal
ROM,15,17,TRANSLATION,normal
ROM,15,19,TRANSLATION,normal
ROM,15,20,TRANSLATION,normal
ROM,15,23,TRANSLATION,normal
ROM,15,24,TRANSLATION,normal
ROM,15,26,TRANSLATION,normal
ROM,15,27,TRANSLATION,normal
ROM,15,28,TRANSLATION,normal
ROM,16,5,TRANSLATION,normal
ROM,16,6,TRANSLATION,normal
ROM,16,8,TRANSLATION,normal
ROM,16,11,TRANSLATION,normal
ROM,16,12,TRANSLATION,normal
ROM,16,13,TRANSLATION,normal
ROM,16,14,TRANSLATION,normal
ROM,16,15,TRANSLATION,normal
ROM,16,18,TRANSLATION,normal
ROM,16,19,TRANSLATION,normal
ROM,16,22,TRANSLATION,normal
ROM,16,23,TRANSLATION,normal
ROM,16,25,TRANSLATION,normal
ROM,16,26,TRANSLATION,normal
ROM,16,27,TRANSLATION,normal
1CO,1,1,TRANSLATION,normal
1CO,1,11,TRANSLATION,normal
1CO,1,12,TRANSLATION,normal
1CO,1,14,TRANSLATION,normal
1CO,1,15,TRANSLATION,normal
1CO,1,21,TRANSLATION,normal
1CO,1,25,TRANSLATION,normal
1CO,1,27,TRANSLATION,normal
1CO,1,31,TRANSLATION,normal
1CO,2,2,TRANSLATION,normal
1CO,2,3,TRANSLATION,normal
1CO,2,4,TRANSLATION,normal
1CO,2,6,TRANSLATION,normal
1CO,2,12,TRANSLATION,normal
1CO,2,14,TRANSLATION,normal
1CO,2,16,TRANSLATION,normal
1CO,3,1,TRANSLATION,normal
1CO,3,2,TRANSLATION,normal
1CO,3,5,TRANSLATION,normal
1CO,3,8,TRANSLATION,normal
1CO,3,9,TRANSLATION,normal
1CO,3,10,TRANSLATION,normal
1CO,3,13,TRANSLATION,normal
1CO,3,14,TRANSLATION,normal
1CO,3,15,TRANSLATION,normal
1CO,4,7,TRANSLATION,normal
1CO,4,11,TRANSLATION,normal
1CO,4,13,TRANSLATION,normal
1CO,5,2,TRANSLATION,normal
1CO,5,4,TRANSLATION,normal
1CO,5,12,TRANSLATION,normal
1CO,6,1,TRANSLATION,normal
1CO,6,2,TRANSLATION,normal
1CO,6,4,TRANSLATION,normal
1CO,6,5,TRANSLATION,normal
1CO,6,7,TRANSLATION,normal
1CO,6,9,TRANSLATION,normal
1CO,6,13,TRANSLATION,normal
1CO,6,14,TRANSLATION,normal
1CO,6,17,TRANSLATION,normal
1CO,6,20,TRANSLATION,normal
1CO,7,1,TRANSLATION,normal
1CO,7,6,TRANSLATION,normal
1CO,7,12,TRANSLATION,normal
1CO,7,13,TRANSLATION,normal
1CO,7,14,TRANSLATION,normal
1CO,7,16,TRANSLATION,normal
1CO,7,18,TRANSLATION,normal
1CO,7,19,TRANSLATION,normal
1CO,7,24,TRANSLATION,normal
1CO,7,25,TRANSLATION,normal
1CO,7,26,TRANSLATION,normal
1CO,7,31,TRANSLATION,normal
1CO,7,32,TRANSLATION,normal
1CO,7,33,TRANSLATION,normal
1CO,7,36,TRANSLATION,normal
1CO,7,37,TRANSLATION,normal
1CO,7,38,TRANSLATION,normal
1CO,7,39,TRANSLATION,normal
1CO,7,40,TRANSLATION,normal
1CO,8,1,TRANSLATION,normal
1CO,8,6,TRANSLATION,normal
1CO,8,10,TRANSLATION,normal
1CO,8,11,TRANSLATION,normal
1CO,9,1,TRANSLATION,normal
1CO,9,6,TRANSLATION,normal
1CO,9,10,TRANSLATION,normal
1CO,9,11,TRANSLATION,normal
1CO,9,15,TRANSLATION,normal
1CO,9,17,TRANSLATION,normal
1CO,9,19,TRANSLATION,normal
1CO,9,21,TRANSLATION,normal
1CO,9,22,TRANSLATION,normal
1CO,9,25,TRANSLATION,normal
1CO,10,2,TRANSLATION,normal
1CO,10,3,TRANSLATION,normal
1CO,10,4,TRANSLATION,normal
1CO,10,5,TRANSLATION,normal
1CO,10,8,TRANSLATION,normal
1CO,10,11,TRANSLATION,normal
1CO,10,17,TRANSLATION,normal
1CO,10,18,TRANSLATION,normal
1CO,10,20,TRANSLATION,normal
1CO,10,21,TRANSLATION,normal
1CO,10,22,TRANSLATION,normal
1CO,10,27,TRANSLATION,normal
1CO,10,28,TRANSLATION,normal
1CO,10,32,TRANSLATION,normal
1CO,11,5,TRANSLATION,normal
1CO,11,7,TRANSLATION,normal
1CO,11,8,TRANSLATION,normal
1CO,11,11,TRANSLATION,normal
1CO,11,17,TRANSLATION,normal
1CO,11,18,TRANSLATION,normal
1CO,11,20,TRANSLATION,normal
1CO,11,21,TRANSLATION,normal
1CO,11,23,TRANSLATION,normal
1CO,11,28,TRANSLATION,normal
1CO,11,29,TRANSLATION,normal
1CO,11,30,TRANSLATION,normal
1CO,12,1,TRANSLATION,normal
1CO,12,2,TRANSLATION,normal
1CO,12,6,TRANSLATION,normal
1CO,12,7,TRANSLATION,normal
1CO,12,10,TRANSLATION,normal
1CO,12,19,TRANSLATION,normal
1CO,12,23,TRANSLATION,normal
1CO,12,28,TRANSLATION,normal
1CO,12,30,TRANSLATION,normal
1CO,12,31,TRANSLATION,normal
1CO,13,4,TRANSLATION,normal
1CO,13,7,TRANSLATION,normal
1CO,13,8,TRANSLATION,normal
1CO,13,10,TRANSLATION,normal
1CO,14,1,TRANSLATION,normal
1CO,14,2,TRANSLATION,normal
1CO,14,4,TRANSLATION,normal
1CO,14,10,TRANSLATION,normal
1CO,14,12,TRANSLATION,normal
1CO,14,16,TRANSLATION,normal
1CO,14,17,TRANSLATION,normal
1CO,14,18,TRANSLATION,normal
1CO,14,20,TRANSLATION,normal
1CO,14,21,TRANSLATION,normal
1CO,14,23,TRANSLATION,normal
1CO,14,25,TRANSLATION,normal
1CO,14,26,TRANSLATION,normal
1CO,14,27,TRANSLATION,normal
1CO,14,28,TRANSLATION,normal
1CO,14,29,TRANSLATION,normal
1CO,14,30,TRANSLATION,normal
1CO,14,31,TRANSLATION,normal
1CO,14,32,TRANSLATION,normal
1CO,14,33,TRANSLATION,normal
1CO,14,35,TRANSLATION,normal
1CO,14,36,TRANSLATION,normal
1CO,14,39,TRANSLATION,normal
1CO,15,5,TRANSLATION,normal
1CO,15,8,TRANSLATION,normal
1CO,15,10,TRANSLATION,normal
1CO,15,11,TRANSLATION,normal
1CO,15,24,TRANSLATION,normal
1CO,15,25,TRANSLATION,normal
1CO,15,27,TRANSLATION,normal
1CO,15,30,TRANSLATION,normal
1CO,15,31,TRANSLATION,normal
1CO,15,33,TRANSLATION,normal
1CO,15,34,TRANSLATION,normal
1CO,15,36,TRANSLATION,normal
1CO,15,39,TRANSLATION,normal
1CO,15,45,TRANSLATION,normal
1CO,15,47,TRANSLATION,normal
1CO,15,49,TRANSLATION,normal
1CO,15,50,TRANSLATION,normal
1CO,15,52,TRANSLATION,normal
1CO,15,55,TRANSLATION,normal
1CO,15,56,TRANSLATION,normal
1CO,15,57,TRANSLATION,normal
1CO,16,2,TRANSLATION,normal
1CO,16,3,TRANSLATION,normal
1CO,16,4,TRANSLATION,normal
1CO,16,6,TRANSLATION,normal
1CO,16,8,TRANSLATION,normal
1CO,16,9,TRANSLATION,normal
1CO,16,10,TRANSLATION,normal
1CO,16,11,TRANSLATION,normal
1CO,16,13,TRANSLATION,normal
1CO,16,14,TRANSLATION,normal
1CO,16,15,TRANSLATION,normal
1CO,16,16,TRANSLATION,normal
1CO,16,17,TRANSLATION,normal
1CO,16,18,TRANSLATION,normal
1CO,16,21,TRANSLATION,normal
1CO,16,22,TRANSLATION,normal
1CO,16,24,TRANSLATION,normal
2CO,1,8,TRANSLATION,normal
2CO,1,12,TRANSLATION,normal
2CO,1,14,TRANSLATION,normal
2CO,1,17,TRANSLATION,normal
2CO,1,18,TRANSLATION,normal
2CO,1,19,TRANSLATION,normal
2CO,1,20,TRANSLATION,normal
2CO,2,6,TRANSLATION,normal
2CO,2,7,TRANSLATION,normal
2CO,2,11,TRANSLATION,normal
2CO,2,12,TRANSLATION,normal
2CO,2,14,TRANSLATION,normal
2CO,3,1,TRANSLATION,normal
2CO,3,2,TRANSLATION,normal
2CO,3,3,TRANSLATION,normal
2CO,3,10,TRANSLATION,normal
2CO,3,12,TRANSLATION,normal
2CO,3,13,TRANSLATION,normal
2CO,3,18,TRANSLATION,normal
2CO,4,4,TRANSLATION,normal
2CO,4,11,TRANSLATION,normal
2CO,4,12,TRANSLATION,normal
2CO,4,14,TRANSLATION,normal
2CO,4,17,TRANSLATION,normal
2CO,5,3,TRANSLATION,normal
2CO,5,4,TRANSLATION,normal
2CO,5,6,TRANSLATION,normal
2CO,5,9,TRANSLATION,normal
2CO,5,11,TRANSLATION,normal
2CO,5,12,TRANSLATION,normal
2CO,5,14,TRANSLATION,normal
2CO,5,16,TRANSLATION,normal
2CO,6,5,TRANSLATION,normal
2CO,6,8,TRANSLATION,normal
2CO,6,10,TRANSLATION,normal
2CO,6,12,TRANSLATION,normal
2CO,6,15,TRANSLATION,normal
2CO,7,2,TRANSLATION,normal
2CO,7,11,TRANSLATION,normal
2CO,7,12,TRANSLATION,normal
2CO,7,13,TRANSLATION,normal
2CO,8,3,TRANSLATION,normal
2CO,8,4,TRANSLATION,normal
2CO,8,6,TRANSLATION,normal
2CO,8,7,TRANSLATION,normal
2CO,8,10,TRANSLATION,normal
2CO,8,11,TRANSLATION,normal
2CO,8,17,TRANSLATION,normal
2CO,8,18,TRANSLATION,normal
2CO,8,19,TRANSLATION,normal
2CO,8,23,TRANSLATION,normal
2CO,9,1,TRANSLATION,normal
2CO,9,3,TRANSLATION,normal
2CO,9,4,TRANSLATION,normal
2CO,9,5,TRANSLATION,normal
2CO,9,7,TRANSLATION,normal
2CO,9,10,TRANSLATION,normal
2CO,10,1,TRANSLATION,normal
2CO,10,2,TRANSLATION,normal
2CO,10,7,TRANSLATION,normal
2CO,10,10,TRANSLATION,normal
2CO,10,13,TRANSLATION,normal
2CO,10,14,TRANSLATION,normal
2CO,10,15,TRANSLATION,normal
2CO,10,18,TRANSLATION,normal
2CO,11,4,TRANSLATION,normal
2CO,11,5,TRANSLATION,normal
2CO,11,6,TRANSLATION,normal
2CO,11,7,TRANSLATION,normal
2CO,11,10,TRANSLATION,normal
2CO,11,15,TRANSLATION,normal
2CO,11,18,TRANSLATION,normal
2CO,11,20,TRANSLATION,normal
2CO,11,22,TRANSLATION,normal
2CO,11,23,TRANSLATION,normal
2CO,11,24,TRANSLATION,normal
2CO,11,28,TRANSLATION,normal
2CO,11,32,TRANSLATION,normal
2CO,12,9,TRANSLATION,normal
2CO,12,13,TRANSLATION,normal
2CO,12,18,TRANSLATION,normal
2CO,12,19,TRANSLATION,normal
2CO,12,20,TRANSLATION,normal
2CO,12,21,TRANSLATION,normal
2CO,13,1,TRANSLATION,normal
2CO,13,3,TRANSLATION,normal
2CO,13,5,TRANSLATION,normal
2CO,13,9,TRANSLATION,normal
2CO,13,11,TRANSLATION,normal
2CO,13,13,TRANSLATION,normal
2CO,13,14,TRANSLATION,normal
GAL,1,3,TRANSLATION,normal
GAL,1,11,TRANSLATION,normal
GAL,1,13,TRANSLATION,normal
GAL,1,15,TRANSLATION,normal
GAL,1,16,TRANSLATION,normal
GAL,1,24,TRANSLATION,normal
GAL,2,5,TRANSLATION,normal
GAL,2,8,TRANSLATION,normal
GAL,2,9,TRANSLATION,normal
GAL,2,11,TRANSLATION,normal
GAL,2,15,TRANSLATION,normal
GAL,2,17,TRANSLATION,normal
GAL,2,20,TRANSLATION,normal
GAL,2,21,TRANSLATION,normal
GAL,3,1,TRANSLATION,normal
GAL,3,2,TRANSLATION,normal
GAL,3,4,TRANSLATION,normal
GAL,3,6,TRANSLATION,normal
GAL,3,7,TRANSLATION,normal
GAL,3,9,TRANSLATION,normal
GAL,3,15,TRANSLATION,normal
GAL,3,17,TRANSLATION,normal
GAL,3,19,TRANSLATION,normal
GAL,3,20,TRANSLATION,normal
GAL,4,2,TRANSLATION,normal
GAL,4,6,TRANSLATION,normal
GAL,4,7,TRANSLATION,normal
GAL,4,9,TRANSLATION,normal
GAL,4,10,TRANSLATION,normal
GAL,4,12,TRANSLATION,normal
GAL,4,14,TRANSLATION,normal
GAL,4,20,TRANSLATION,normal
GAL,4,24,TRANSLATION,normal
GAL,4,25,TRANSLATION,normal
GAL,4,28,TRANSLATION,normal
GAL,5,2,TRANSLATION,normal
GAL,5,5,TRANSLATION,normal
GAL,5,7,TRANSLATION,normal
GAL,5,17,TRANSLATION,normal
GAL,5,20,TRANSLATION,normal
GAL,5,22,TRANSLATION,normal
GAL,5,23,TRANSLATION,normal
GAL,5,24,TRANSLATION,normal
GAL,5,26,TRANSLATION,normal
GAL,6,5,TRANSLATION,normal
GAL,6,6,TRANSLATION,normal
GAL,6,9,TRANSLATION,normal
GAL,6,14,TRANSLATION,normal
GAL,6,16,TRANSLATION,normal
GAL,6,18,TRANSLATION,normal
EPH,1,4,TRANSLATION,normal
EPH,1,6,TRANSLATION,normal
EPH,1,8,TRANSLATION,normal
EPH,1,11,TRANSLATION,normal
EPH,1,12,TRANSLATION,normal
EPH,1,21,TRANSLATION,normal
EPH,1,22,TRANSLATION,normal
EPH,2,2,TRANSLATION,normal
EPH,2,8,TRANSLATION,normal
EPH,2,11,TRANSLATION,normal
EPH,2,12,TRANSLATION,normal
EPH,2,14,TRANSLATION,normal
EPH,2,16,TRANSLATION,normal
EPH,3,1,TRANSLATION,normal
EPH,3,2,TRANSLATION,normal
EPH,3,9,TRANSLATION,normal
EPH,3,21,TRANSLATION,normal
EPH,4,4,TRANSLATION,normal
EPH,4,5,TRANSLATION,normal
EPH,4,6,TRANSLATION,normal
EPH,4,8,TRANSLATION,normal
EPH,4,19,TRANSLATION,normal
EPH,4,20,TRANSLATION,normal
EPH,4,30,TRANSLATION,normal
EPH,4,31,TRANSLATION,normal
EPH,5,5,TRANSLATION,normal
EPH,5,9,TRANSLATION,normal
EPH,5,13,TRANSLATION,normal
EPH,5,15,TRANSLATION,normal
EPH,5,19,TRANSLATION,normal
EPH,5,20,TRANSLATION,normal
EPH,5,26,TRANSLATION,normal
EPH,5,27,TRANSLATION,normal
EPH,5,32,TRANSLATION,normal
EPH,6,3,TRANSLATION,normal
EPH,6,5,TRANSLATION,normal
EPH,6,7,TRANSLATION,normal
EPH,6,8,TRANSLATION,normal
EPH,6,13,TRANSLATION,normal
EPH,6,15,TRANSLATION,normal
EPH,6,21,TRANSLATION,normal
EPH,6,22,TRANSLATION,normal
EPH,6,23,TRANSLATION,normal
PHP,1,3,TRANSLATION,normal
PHP,1,8,TRANSLATION,normal
PHP,1,9,TRANSLATION,normal
PHP,1,10,TRANSLATION,normal
PHP,1,11,TRANSLATION,normal
PHP,1,12,TRANSLATION,normal
PHP,1,14,TRANSLATION,normal
PHP,1,21,TRANSLATION,normal
PHP,1,22,TRANSLATION,normal
PHP,1,23,TRANSLATION,normal
PHP,1,24,TRANSLATION,normal
PHP,1,27,TRANSLATION,normal
PHP,2,1,TRANSLATION,normal
PHP,2,2,TRANSLATION,normal
PHP,2,3,TRANSLATION,normal
PHP,2,6,TRANSLATION,normal
PHP,2,11,TRANSLATION,normal
PHP,2,13,TRANSLATION,normal
PHP,2,30,TRANSLATION,normal
PHP,3,1,TRANSLATION,normal
PHP,3,2,TRANSLATION,normal
PHP,3,3,TRANSLATION,normal
PHP,3,8,TRANSLATION,normal
PHP,3,10,TRANSLATION,normal
PHP,3,11,TRANSLATION,normal
PHP,3,15,TRANSLATION,normal
PHP,3,16,TRANSLATION,normal
PHP,3,18,TRANSLATION,normal
PHP,3,21,TRANSLATION,normal
PHP,4,1,TRANSLATION,normal
PHP,4,2,TRANSLATION,normal
PHP,4,3,TRANSLATION,normal
PHP,4,7,TRANSLATION,normal
PHP,4,10,TRANSLATION,normal
PHP,4,11,TRANSLATION,normal
PHP,4,13,TRANSLATION,normal
PHP,4,16,TRANSLATION,normal
PHP,4,18,TRANSLATION,normal
PHP,4,23,TRANSLATION,normal
COL,1,1,TRANSLATION,normal
COL,1,3,TRANSLATION,normal
COL,1,6,TRANSLATION,normal
COL,1,10,TRANSLATION,normal
COL,1,11,TRANSLATION,normal
COL,1,13,TRANSLATION,normal
COL,1,17,TRANSLATION,normal
COL,1,18,TRANSLATION,normal
COL,1,19,TRANSLATION,normal
COL,1,22,TRANSLATION,normal
COL,1,23,TRANSLATION,normal
COL,1,26,TRANSLATION,normal
COL,1,28,TRANSLATION,normal
COL,2,4,TRANSLATION,normal
COL,2,8,TRANSLATION,normal
COL,2,9,TRANSLATION,normal
COL,2,15,TRANSLATION,normal
COL,2,18,TRANSLATION,normal
COL,2,19,TRANSLATION,normal
COL,2,20,TRANSLATION,normal
COL,2,21,TRANSLATION,normal
COL,2,22,TRANSLATION,normal
COL,2,23,TRANSLATION,normal
COL,3,8,TRANSLATION,normal
COL,3,14,TRANSLATION,normal
COL,3,15,TRANSLATION,normal
COL,3,16,TRANSLATION,normal
COL,3,17,TRANSLATION,normal
COL,3,24,TRANSLATION,normal
COL,4,3,TRANSLATION,normal
COL,4,4,TRANSLATION,normal
COL,4,5,TRANSLATION,normal
COL,4,6,TRANSLATION,normal
COL,4,8,TRANSLATION,normal
COL,4,9,TRANSLATION,normal
COL,4,10,TRANSLATION,normal
COL,4,11,TRANSLATION,normal
COL,4,12,TRANSLATION,normal
COL,4,14,TRANSLATION,normal
COL,4,15,TRANSLATION,normal
COL,4,17,TRANSLATION,normal
COL,4,18,TRANSLATION,normal
1TH,1,4,TRANSLATION,normal
1TH,1,6,TRANSLATION,normal
1TH,1,9,TRANSLATION,normal
1TH,1,10,TRANSLATION,normal
1TH,2,2,TRANSLATION,normal
1TH,2,4,TRANSLATION,normal
1TH,2,10,TRANSLATION,normal
1TH,2,12,TRANSLATION,normal
1TH,2,14,TRANSLATION,normal
1TH,2,15,TRANSLATION,normal
1TH,2,16,TRANSLATION,normal
1TH,2,17,TRANSLATION,normal
1TH,2,19,TRANSLATION,normal
1TH,3,5,TRANSLATION,normal
1TH,4,1,TRANSLATION,normal
1TH,4,4,TRANSLATION,normal
1TH,4,8,TRANSLATION,normal
1TH,4,10,TRANSLATION,normal
1TH,4,11,TRANSLATION,normal
1TH,4,12,TRANSLATION,normal
1TH,4,14,TRANSLATION,normal
1TH,5,8,TRANSLATION,normal
1TH,5,9,TRANSLATION,normal
1TH,5,13,TRANSLATION,normal
1TH,5,20,TRANSLATION,normal
1TH,5,21,TRANSLATION,normal
1TH,5,23,TRANSLATION,normal
1TH,5,24,TRANSLATION,normal
1TH,5,28,TRANSLATION,normal
2TH,1,1,TRANSLATION,normal
2TH,1,4,TRANSLATION,normal
2TH,1,6,TRANSLATION,normal
2TH,1,7,TRANSLATION,normal
2TH,1,8,TRANSLATION,normal
2TH,1,9,TRANSLATION,normal
2TH,2,1,TRANSLATION,normal
2TH,2,4,TRANSLATION,normal
2TH,2,6,TRANSLATION,normal
2TH,2,8,TRANSLATION,normal
2TH,2,9,TRANSLATION,normal
2TH,2,14,TRANSLATION,normal
2TH,2,15,TRANSLATION,normal
2TH,2,16,TRANSLATION,normal
2TH,3,1,TRANSLATION,normal
2TH,3,4,TRANSLATION,normal
2TH,3,6,TRANSLATION,normal
2TH,3,12,TRANSLATION,normal
2TH,3,16,TRANSLATION,normal
2TH,3,17,TRANSLATION,normal
2TH,3,18,TRANSLATION,normal
1TI,1,2,TRANSLATION,normal
1TI,1,6,TRANSLATION,normal
1TI,1,7,TRANSLATION,normal
1TI,1,10,TRANSLATION,normal
1TI,1,11,TRANSLATION,normal
1TI,1,13,TRANSLATION,normal
1TI,1,14,TRANSLATION,normal
1TI,1,15,TRANSLATION,normal
1TI,1,17,TRANSLATION,normal
1TI,1,19,TRANSLATION,normal
1TI,2,8,TRANSLATION,normal
1TI,2,15,TRANSLATION,normal
1TI,3,1,TRANSLATION,normal
1TI,3,6,TRANSLATION,normal
1TI,3,8,TRANSLATION,normal
1TI,3,10,TRANSLATION,normal
1TI,3,11,TRANSLATION,normal
1TI,3,12,TRANSLATION,normal
1TI,3,13,TRANSLATION,normal
1TI,3,15,TRANSLATION,normal
1TI,4,3,TRANSLATION,normal
1TI,4,5,TRANSLATION,normal
1TI,4,6,TRANSLATION,normal
1TI,4,7,TRANSLATION,normal
1TI,5,9,TRANSLATION,normal
1TI,5,15,TRANSLATION,normal
1TI,5,21,TRANSLATION,normal
1TI,5,23,TRANSLATION,normal
1TI,5,25,TRANSLATION,normal
1TI,6,1,TRANSLATION,normal
1TI,6,2,TRANSLATION,normal
1TI,6,4,TRANSLATION,normal
1TI,6,5,TRANSLATION,normal
