book,chapter,verse,severity,category,expected_name,observed_name,note
ISA,36,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,36,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,37,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,37,22,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,37,32,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,40,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,40,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,41,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,41,27,yellow,unmapped_candidate_name,,Sion,Candidate name has no approved mapping yet.
ISA,44,26,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,44,28,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,51,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,52,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,52,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,52,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,62,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,62,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,62,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,64,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,65,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,65,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,66,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,66,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ISA,66,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JDG,1,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JDG,1,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JDG,1,11,yellow,unmapped_candidate_name,,Quiriat-sefer,Candidate name has no approved mapping yet.
JDG,1,12,yellow,unmapped_candidate_name,,Quiriat-sefer,Candidate name has no approved mapping yet.
JDG,1,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JDG,9,46,yellow,unmapped_candidate_name,,El-berit,Candidate name has no approved mapping yet.
JDG,11,33,yellow,unmapped_candidate_name,,Abel-queramim,Candidate name has no approved mapping yet.
JDG,18,12,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
JDG,19,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,1,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,1,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,2,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,3,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,4,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,5,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,6,1,yellow,unmapped_candidate_name,,Bet-hacherem,Candidate name has no approved mapping yet.
JER,6,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,6,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,6,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,7,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,7,34,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,8,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,8,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,9,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,11,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,11,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,11,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,11,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,11,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,13,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,13,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,13,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,14,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,14,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,15,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,15,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,17,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,17,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,17,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,17,25,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,17,26,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,17,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,18,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,19,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,19,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,19,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,22,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,23,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,23,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,24,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,24,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,25,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,25,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,26,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,26,20,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
JER,27,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,27,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,27,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,27,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,29,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,29,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,29,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,29,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,29,25,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,32,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,32,32,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,32,44,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,33,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,33,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,33,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,34,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,34,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,34,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,34,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,34,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,35,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,35,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,35,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,36,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,36,31,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,37,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,37,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,37,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,38,28,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,39,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,39,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,40,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,42,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,44,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,44,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,44,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,44,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,44,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,44,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,51,1,yellow,unmapped_candidate_name,,Leb-camai,Candidate name has no approved mapping yet.
JER,51,35,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,51,50,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JER,52,29,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOL,2,32,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOL,3,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOL,3,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOL,3,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOL,3,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOL,3,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,10,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,10,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,10,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,10,23,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,11,8,yellow,unmapped_candidate_name,,Misrefot-maim,Candidate name has no approved mapping yet.
JOS,12,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,13,6,yellow,unmapped_candidate_name,,Misrefot-maim,Candidate name has no approved mapping yet.
JOS,13,17,yellow,unmapped_candidate_name,,Beth-baal-meón,Candidate name has no approved mapping yet.
JOS,13,19,yellow,unmapped_candidate_name,,Zeret-sahar,Candidate name has no approved mapping yet.
JOS,15,7,yellow,unmapped_candidate_name,,En-rogel,Candidate name has no approved mapping yet.
JOS,15,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,15,9,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
JOS,15,15,yellow,unmapped_candidate_name,,Quiriat-sefer,Candidate name has no approved mapping yet.
JOS,15,16,yellow,unmapped_candidate_name,,Quiriat-sefer,Candidate name has no approved mapping yet.
JOS,15,25,yellow,unmapped_candidate_name,,Queriot-hesrón,Candidate name has no approved mapping yet.
JOS,15,49,yellow,unmapped_candidate_name,,Quiriat-sanna,Candidate name has no approved mapping yet.
JOS,15,58,yellow,unmapped_candidate_name,,Bet-sur,Candidate name has no approved mapping yet.
JOS,15,60,yellow,unmapped_candidate_name,,Quiriat-baal,Candidate name has no approved mapping yet.
JOS,15,60,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
JOS,15,63,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,17,7,yellow,unmapped_candidate_name,,En-tapúah,Candidate name has no approved mapping yet.
JOS,17,11,yellow,unmapped_candidate_name,,En-dor,Candidate name has no approved mapping yet.
JOS,17,16,yellow,unmapped_candidate_name,,Bet-san,Candidate name has no approved mapping yet.
JOS,18,14,yellow,unmapped_candidate_name,,Quiriat-baal,Candidate name has no approved mapping yet.
JOS,18,14,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
JOS,18,15,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
JOS,18,28,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
JOS,19,5,yellow,unmapped_candidate_name,,Bet-marcabot,Candidate name has no approved mapping yet.
JOS,19,14,yellow,unmapped_candidate_name,,Jifta-el,Candidate name has no approved mapping yet.
JOS,19,38,yellow,unmapped_candidate_name,,Migdal-el,Candidate name has no approved mapping yet.
JOS,21,27,yellow,unmapped_candidate_name,,Be-estera,Candidate name has no approved mapping yet.
LAM,1,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
LAM,1,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
LAM,1,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
LAM,2,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
LAM,2,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
LAM,2,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
LAM,4,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MAL,2,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MAL,3,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,1,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,1,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,1,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,1,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,3,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,3,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,4,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
MIC,4,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,1,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,1,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,2,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,2,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,2,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,2,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,2,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,3,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,3,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,3,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,4,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,4,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,4,22,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,6,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,7,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,7,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,7,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,7,29,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
NEH,7,59,yellow,unmapped_candidate_name,,Poqueret-hasebaim,Candidate name has no approved mapping yet.
NEH,7,61,yellow,unmapped_candidate_name,,Tel-melah,Candidate name has no approved mapping yet.
NEH,8,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,11,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,11,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,11,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,11,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,11,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,11,22,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,12,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,12,28,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,12,29,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,12,43,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,13,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,13,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,13,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,13,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,13,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NEH,13,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
NUM,22,39,yellow,unmapped_candidate_name,,Quiriat-huzot,Candidate name has no approved mapping yet.
NUM,33,32,yellow,unmapped_candidate_name,,Hor-hagidgad,Candidate name has no approved mapping yet.
NUM,33,33,yellow,unmapped_candidate_name,,Hor-hagidgad,Candidate name has no approved mapping yet.
OBA,1,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
OBA,1,20,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,51,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,68,29,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,79,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,79,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,102,13,yellow,unmapped_candidate_name,,Sion,Candidate name has no approved mapping yet.
PSA,102,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,116,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,122,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,122,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,122,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,125,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,128,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,135,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,137,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,137,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,137,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,147,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
PSA,147,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,1,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,2,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,3,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,3,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,5,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,5,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,6,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
SNG,8,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,1,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,1,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,1,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,1,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,1,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,2,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,2,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,2,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,3,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,7,2,yellow,unmapped_candidate_name,,Sar-ezer,Candidate name has no approved mapping yet.
ZEC,7,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,8,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,8,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,8,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,8,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,8,22,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,9,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,9,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,12,11,yellow,unmapped_candidate_name,,Hadad-Rimón,Candidate name has no approved mapping yet.
ZEC,12,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,13,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEC,14,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEP,1,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
ZEP,1,12,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
