decision,category,strongs,canonical_label,goi_form,kjv_form,webus_form,occurrence_count,unique_target_count,sample_refs,review_note
active_review,person_or_place,H2361,Chûwrâm,Hiram,Huram,Huram,1,1,2CH 9:10,
active_review,person_or_place,H2438,Chîyrâm,Hiram,Huram,Huram,1,1,2CH 9:10,
active_review,person_or_place,H2453,Chakmôwnîy,Hachmoni,Hachmonite,Hachmonite,1,1,1CH 11:11,
active_review,person_or_place,H2478,Chalchûwl,Halahul,Halhul,Halhul,1,1,JOS 15:58,
active_review,person_or_place,H2712,Chuqqôq,Hukkok,Hukok,Hukok,1,1,1CH 6:60,
active_review,person_or_place,H2712,Chuqqôq,Hukkokah,Hukkok,Hukkok,1,1,JOS 19:34,
active_review,person_or_place,H2768,Chermôwn,hermon,Hermon,Hermon,1,1,1CH 5:23,
active_review,person_or_place,H2815,Chashshûwb,Hashub,Hasshub,Hasshub,1,1,1CH 9:14,
active_review,person_or_place,H2817,Chăsûwphâʼ,Hashupha,Hasupha,Hasupha,1,1,EZR 2:43,
active_review,person_or_place,H2900,Ṭôwbîyâh,Tobiah,Tobijah,Tobijah,1,1,2CH 17:8,
active_review,person_or_place,H2983,Yᵉbûwçîy,Jebusites,Jebusite,Jebusite,1,1,ZEC 9:7,
active_review,person_or_place,H3061,Yᵉhûwd,Judea,Judah,Judah,1,1,EZR 5:1,
active_review,person_or_place,H3063,Yᵉhûwdâh,Judahites,Judah,Judah,1,1,JOL 4:8,
active_review,person_or_place,H3064,Yᵉhûwdîy,Jewish,Jew,Jew,1,1,ZEC 8:23,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,Jehovah,O LORD,The LORD,1,1,JDG 21:3,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,Jehovah,O LORD,the LORD,1,1,1SA 20:12,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,Jehovah,The LORD,the LORD,1,1,1CH 21:3,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,Jehovah,the Lord,The Lord,1,1,ISA 61:1,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,Jehovah,O Lord,Lord,1,1,DAN 9:8,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,O Lord,LORD,LORD,1,1,1CH 17:23,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,The LORD,The Lord,The Lord,1,1,LAM 2:7,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,The Lord,LORD,LORD,1,1,1KI 8:23,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,The Lord,O LORD,LORD,1,1,2CH 6:14,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,the LORD,the Lord,The Lord,1,1,EZK 14:4,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,the Lord,LORD,LORD,1,1,1SA 3:9,
active_review,divine_name_or_title,H3068,Yᵉhôvâh,the Lord,The LORD,the LORD,1,1,HOS 4:15,
active_review,divine_name_or_title,H3069,Yᵉhôvih,LORD,Lord,Lord,1,1,PSA 68:21,
active_review,divine_name_or_title,H3069,Yᵉhôvih,Lord God,LORD God,LORD God,1,1,2SA 7:22,
active_review,divine_name_or_title,H3069,Yᵉhôvih,my Lord the LORD,Lord GOD,Lord GOD,1,1,2SA 7:18,
active_review,person_or_place,H3096,Yahats,Jahazah,Jahaz,Jahaz,1,1,NUM 21:23,
active_review,person_or_place,H3096,Yahats,Jahazah,Jahzah,Jahzah,1,1,1CH 6:63,
active_review,person_or_place,H3156,Yizrachyâh,Izrahiah,Jezrahiah,Jezrahiah,1,1,NEH 12:42,
active_review,person_or_place,H3169,Yᵉchizqîyâh,Hezekiah,Jehizkiah,Jehizkiah,1,1,2CH 28:12,
active_review,person_or_place,H3229,Yimlâʼ,Imla,Imlah,Imlah,1,1,1KI 22:9,
active_review,person_or_place,H3262,Yᵉʻûwʼêl,Jehiel,Jeuel,Jeuel,1,1,1CH 9:6,
active_review,person_or_place,H3279,Yaʻălâʼ,Jaala,Jaalah,Jaalah,1,1,EZR 2:56,
active_review,person_or_place,H3316,Yiphtâch,Jiphtah,Jephthah,Jephthah,1,1,JDG 11:6,
active_review,person_or_place,H3404,Yᵉrîyâh,Jeriah,Jerijah,Jerijah,1,1,1CH 26:31,
active_review,person_or_place,H350,ʼÎy-kâbôwd,I-chabod,Ichabod,Ichabod,1,1,1SA 4:21,
active_review,person_or_place,H3672,Kinnᵉrôwth,Chinnereth,Chinneroth,Chinneroth,1,1,JOS 12:3,
active_review,person_or_place,H3672,Kinnᵉrôwth,Kinneroth,Chinneroth,Chinneroth,1,1,JOS 11:2,
active_review,person_or_place,H3838,Lᵉbânâʼ,Lebanah,Lebana,Lebana,1,1,NEH 7:48,
active_review,person_or_place,H3865,Lûwd,Lydia,Lud,Lud,1,1,EZK 27:10,
active_review,person_or_place,H4074,Mâday,Madai,Medes,Medes,1,1,JER 25:25,
active_review,divine_name_or_title,H410,ʼêl,God,god,god,1,1,ISA 43:12,
active_review,divine_name_or_title,H410,ʼêl,God,mighty,mighty,1,1,JER 51:56,
active_review,divine_name_or_title,H410,ʼêl,god,God,God,1,1,DEU 32:21,
active_review,divine_name_or_title,H410,ʼêl,idol,god,god,1,1,ISA 46:6,
active_review,divine_name_or_title,H410,ʼêl,mighty ones,mighty,mighty,1,1,PSA 29:1,
active_review,divine_name_or_title,H410,ʼêl,mighty ones,strong,strong,1,1,EZK 32:21,
active_review,divine_name_or_title,H410,ʼêl,power,mighty,mighty,1,1,JOB 36:5,
active_review,divine_name_or_title,H410,ʼêl,power,God,God,1,1,PSA 77:15,
active_review,divine_name_or_title,H430,ʼĕlôhîym,God,angels,angels,1,1,GEN 28:12,
active_review,divine_name_or_title,H430,ʼĕlôhîym,Mighty,God,God,1,1,JOB 20:29,
active_review,divine_name_or_title,H430,ʼĕlôhîym,angels,God,God,1,1,1CH 5:22,
active_review,divine_name_or_title,H430,ʼĕlôhîym,angels,gods,gods,1,1,PSA 138:1,
active_review,divine_name_or_title,H430,ʼĕlôhîym,divine beings,angels,angels,1,1,PSA 8:6,
active_review,divine_name_or_title,H430,ʼĕlôhîym,divine fire,God,God,1,1,JOB 1:16,
active_review,divine_name_or_title,H430,ʼĕlôhîym,god,God,God,1,1,ISA 64:3,
active_review,divine_name_or_title,H430,ʼĕlôhîym,judges,God,God,1,1,PSA 7:12,
active_review,person_or_place,H4318,Mîykâh,Micah,Micaiah,Micaiah,1,1,2CH 18:14,
active_review,divine_name_or_title,H433,ʼĕlôwahh,gods,god,god,1,1,2CH 32:15,
active_review,person_or_place,H4363,Mikmâç,Michmas,Michmash,Michmash,1,1,1SA 14:31,
active_review,person_or_place,H4363,Mikmâç,Mikmas,Michmas,Michmas,1,1,NEH 7:31,
active_review,person_or_place,H4363,Mikmâç,Mikmas,Michmash,Michmash,1,1,ISA 10:28,
active_review,person_or_place,H4519,Mᵉnashsheh,Manassites,Manasseh,Manasseh,1,1,JOS 16:9,
active_review,person_or_place,H469,ʼĔlîytsâphân,Elizaphan,Elzaphan,Elzaphan,1,1,LEV 10:4,
active_review,person_or_place,H4902,Meshek,Mesech,Meshech,Meshech,1,1,EZK 27:13,
active_review,person_or_place,H5096,Nahălâl,Nahalal,Nahalol,Nahalol,1,1,JDG 1:30,
active_review,person_or_place,H5321,Naphtâlîy,Naphtalite,Naphtali,Naphtali,1,1,1KI 4:15,
active_review,person_or_place,H5454,Çabtâʼ,Sabta,Sabtah,Sabtah,1,1,GEN 10:7,
active_review,person_or_place,H5517,Çîyʻâʼ,Siaha,Sia,Sia,1,1,NEH 7:47,
active_review,person_or_place,H5857,ʻAy,Ai,Aija,Aija,1,1,NEH 11:31,
active_review,person_or_place,H5935,ʻAlvân,Alian,Alvan,Alvan,1,1,GEN 36:23,
active_review,person_or_place,H6107,ʻEtsem,Azem,Ezem,Ezem,1,1,1CH 4:29,
active_review,person_or_place,H6316,Pûwṭ,Phut,Put,Put,1,1,NAM 3:9,
active_review,person_or_place,H6514,Pᵉrûwdâʼ,Perida,Peruda,Peruda,1,1,EZR 2:55,
active_review,person_or_place,H663,ʼĂphêq,Aphek,Aphik,Aphik,1,1,JDG 1:31,
active_review,person_or_place,H6815,Tsaʻănannîym,Zaanaim,Zaanannim,Zaanannim,1,1,JOS 19:33,
active_review,person_or_place,H6825,Tsᵉphôw,Zepho,Zephi,Zephi,1,1,1CH 1:36,
active_review,person_or_place,H6881,Tsorʻâh,Zareah,Zorah,Zorah,1,1,JDG 18:8,
active_review,person_or_place,H6881,Tsorʻâh,Zoreah,Zorah,Zorah,1,1,2CH 11:10,
active_review,person_or_place,H7018,Qêynân,Cainan,Kenan,Kenan,1,1,1CH 1:2,
active_review,person_or_place,H7211,Rᵉʼâyâh,Reaia,Reaiah,Reaiah,1,1,EZR 2:47,
active_review,person_or_place,H7486,Raʻmᵉçêç,Raamses,Rameses,Rameses,1,1,NUM 33:3,
active_review,person_or_place,H7497,râphâʼ,giants,giant,giant,1,1,1CH 20:4,
active_review,person_or_place,H7614,Shᵉbâʼ,Sheba,Sabeans,Sabeans,1,1,JOB 1:15,
active_review,person_or_place,H7643,Sᵉbâm,Shebam,Sibmah,Sibmah,1,1,JOS 13:19,
active_review,divine_name_or_title,H7706,Shadday,Shaddai,Almighty,Almighty,1,1,JOB 23:16,
active_review,person_or_place,H804,ʼAshshûwr,Asshur,Assyria,Assyria,1,1,ISA 37:8,
active_review,person_or_place,H8096,Shimʻîy,Shimeah,Shimei,Shimei,1,1,EZR 10:38,
active_review,person_or_place,H8195,Shᵉphôw,Shephi,Shepho,Shepho,1,1,GEN 36:23,
active_review,person_or_place,H8289,Shârôwn,Lasharon,Sharon,Sharon,1,1,ISA 35:2,
active_review,person_or_place,H8471,Tachpanchêç,Tahapanes,Tahpanhes,Tahpanhes,1,1,JER 43:8,
active_review,person_or_place,H8471,Tachpanchêç,Tahpanhes,Tehaphnehes,Tehaphnehes,1,1,EZK 30:18,
active_review,person_or_place,H851,ʼEshtᵉmôaʻ,Eshtemoa,Eshtemoh,Eshtemoh,1,1,JOS 15:50,
active_review,person_or_place,H8555,Timnâʻ,Timnah,Timna,Timna,1,1,1CH 1:36,
active_review,person_or_place,H980,Bachurîym,Bahurite,Bahurim,Bahurim,1,1,2SA 19:17,
accepted_policy,person_or_place,H3478,Yisrâʼêl,sons of Israel,children of Israel,children of Israel,205,177,GEN 46:8; EXO 1:7; EXO 2:23; EXO 2:25; EXO 6:6; EXO 10:20; EXO 12:28; EXO 13:19; EXO 14:8; EXO 14:15; EXO 14:22; EXO 16:3,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3478,Yisrâʼêl,Israel,children of Israel,children of Israel,123,102,EXO 1:12; EXO 4:29; EXO 5:15; EXO 5:19; EXO 6:9; EXO 6:13; EXO 7:5; EXO 9:35; EXO 12:37; EXO 14:10; EXO 16:1; EXO 16:2,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H5983,ʻAmmôwn,Ammonites,Ammon,Ammon,50,45,NUM 21:24; DEU 2:19; DEU 2:37; DEU 3:11; JOS 13:25; JDG 10:9; JDG 10:17; JDG 11:5; JDG 11:6; JDG 11:8; JDG 11:9; JDG 11:12,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4714,Mitsrayim,Egypt,Egyptians,Egyptians,30,22,GEN 41:56; EXO 6:6; EXO 6:7; EXO 11:7; EXO 12:23; EXO 12:30; EXO 14:25; EXO 14:31; EXO 18:8; EXO 18:9; EXO 18:10; EXO 19:4,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3478,Yisrâʼêl,Israelites,children of Israel,children of Israel,18,16,EXO 12:35; EXO 16:15; EXO 28:29; EXO 30:12; EXO 30:31; EXO 33:6; LEV 7:34; LEV 25:55; NUM 2:2; NUM 33:38; NUM 36:7; DEU 10:6,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4124,Môwʼâb,Moab,Moabites,Moabites,14,9,GEN 19:37; JDG 3:28; 2SA 8:2; 2KI 3:18; 2KI 3:21; 2KI 3:22; 2KI 3:24; 2KI 13:20; 1CH 18:2,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H6002,ʻĂmâlêq,Amalek,Amalekites,Amalekites,12,11,JDG 6:3; JDG 6:33; JDG 7:12; JDG 10:12; 1SA 14:48; 1SA 15:7; 1SA 15:8; 1SA 15:20; 1SA 15:32; 1SA 30:18; 1CH 4:43,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3478,Yisrâʼêl,Israel,Israelites,Israelites,8,7,EXO 9:7; 1SA 2:14; 1SA 13:20; 1SA 14:21; 1SA 29:1; 2SA 4:1; 2KI 3:24,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H669,ʼEphrayim,Ephraimites,Ephraim,Ephraim,8,7,NUM 2:18; NUM 34:24; JOS 16:5; JOS 16:9; 2CH 28:12; 2CH 30:18; ZEC 10:7,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H123,ʼĔdôm,Edom,Edomites,Edomites,7,5,GEN 36:9; GEN 36:43; 2KI 8:21; 1CH 18:12; 1CH 18:13,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4080,Midyân,Midian,Midianites,Midianites,6,6,JDG 6:3; JDG 6:16; JDG 6:33; JDG 7:2; JDG 7:7; JDG 7:12,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H804,ʼAshshûwr,Assyria,Assyrians,Assyrians,6,3,ISA 19:23; LAM 5:6; EZK 23:12,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3878,Lêvîy,Levites,Levi,Levi,5,5,EXO 32:28; NUM 4:2; NUM 18:21; DEU 31:9; 1CH 24:20,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4713,Mitsrîy,of Egypt,Egyptians,Egyptians,4,4,GEN 41:56; EXO 3:8; EXO 8:17; JDG 6:9,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4713,Mitsrîy,Egypt,Egyptians,Egyptians,3,3,EXO 9:11; EXO 10:6; NUM 33:3,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4713,Mitsrîy,Egyptian,Egyptians,Egyptians,3,3,EXO 1:13; EXO 12:33; EXO 14:18,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H123,ʼĔdôm,Edomites,Edom,Edom,2,2,PSA 137:7; JER 9:25,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H1568,Gilʻâd,Gileadite,Gilead,Gilead,2,1,NUM 26:29,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H1568,Gilʻâd,gilead,Gilead,Gilead,2,1,1KI 4:13,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4074,Mâday,Medes,Media,Media,2,2,ISA 21:2; DAN 8:20,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4074,Mâday,Media,Medes,Medes,2,2,2KI 17:6; JER 51:28,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4714,Mitsrayim,Egyptians,Egypt,Egypt,2,2,ISA 19:14; EZK 23:8,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3478,Yisrâʼêl,Israelite,Israel,Israel,1,1,DEU 22:19,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3478,Yisrâʼêl,Israelite,children of Israel,children of Israel,1,1,1KI 9:22,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3478,Yisrâʼêl,Israelites,Israel,Israel,1,1,EZR 10:1,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3878,Lêvîy,Levi,Levites,Levites,1,1,DEU 18:1,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H3878,Lêvîy,Levite,Levi,Levi,1,1,1CH 12:27,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4080,Midyân,Midianite,Midian,Midian,1,1,NUM 25:18,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H4124,Môwʼâb,Moabites,Moab,Moab,1,1,2CH 20:1,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H669,ʼEphrayim,Ephraimite,Ephraim,Ephraim,1,1,2CH 28:7,Accepted grammatical forms of the same named entity.
accepted_policy,person_or_place,H894,Bâbel,Babylon,Babylonians,Babylonians,1,1,EZK 23:23,Accepted grammatical forms of the same named entity.
