side,reference,book,chapter,verse,category,note
WLC_ONLY,ZEC 2:15,ZEC,2,15,KNOWN_SHIFT_REMAP,Known WLC-vs-KJV chapter/verse shift; likely same content under a different KJV address.
WLC_ONLY,ZEC 2:16,ZEC,2,16,KNOWN_SHIFT_REMAP,Known WLC-vs-KJV chapter/verse shift; likely same content under a different KJV address.
WLC_ONLY,ZEC 2:17,ZEC,2,17,KNOWN_SHIFT_REMAP,Known WLC-vs-KJV chapter/verse shift; likely same content under a different KJV address.
KJV_ONLY,1CH 6:67,1CH,6,67,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:68,1CH,6,68,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:69,1CH,6,69,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:70,1CH,6,70,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:71,1CH,6,71,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:72,1CH,6,72,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:73,1CH,6,73,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:74,1CH,6,74,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:75,1CH,6,75,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:76,1CH,6,76,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:77,1CH,6,77,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:78,1CH,6,78,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:79,1CH,6,79,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:80,1CH,6,80,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1CH 6:81,1CH,6,81,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:21,1KI,4,21,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:22,1KI,4,22,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:23,1KI,4,23,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:24,1KI,4,24,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:25,1KI,4,25,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:26,1KI,4,26,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:27,1KI,4,27,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:28,1KI,4,28,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:29,1KI,4,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:30,1KI,4,30,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:31,1KI,4,31,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:32,1KI,4,32,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:33,1KI,4,33,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1KI 4:34,1KI,4,34,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,1SA 23:29,1SA,23,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,2CH 2:18,2CH,2,18,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,2CH 14:15,2CH,14,15,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,2KI 11:21,2KI,11,21,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,2SA 18:33,2SA,18,33,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DAN 4:35,DAN,4,35,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DAN 4:36,DAN,4,36,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DAN 4:37,DAN,4,37,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DAN 5:31,DAN,5,31,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DEU 12:32,DEU,12,32,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DEU 22:30,DEU,22,30,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,DEU 29:29,DEU,29,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ECC 5:20,ECC,5,20,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EXO 8:29,EXO,8,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EXO 8:30,EXO,8,30,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EXO 8:31,EXO,8,31,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EXO 8:32,EXO,8,32,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EXO 22:31,EXO,22,31,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EZK 20:45,EZK,20,45,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EZK 20:46,EZK,20,46,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EZK 20:47,EZK,20,47,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EZK 20:48,EZK,20,48,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,EZK 20:49,EZK,20,49,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,GEN 31:55,GEN,31,55,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,HOS 1:10,HOS,1,10,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,HOS 1:11,HOS,1,11,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,HOS 11:12,HOS,11,12,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,HOS 13:16,HOS,13,16,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ISA 9:21,ISA,9,21,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ISA 64:12,ISA,64,12,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JER 9:26,JER,9,26,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:27,JOB,41,27,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:28,JOB,41,28,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:29,JOB,41,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:30,JOB,41,30,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:31,JOB,41,31,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:32,JOB,41,32,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:33,JOB,41,33,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOB 41:34,JOB,41,34,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOL 2:28,JOL,2,28,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOL 2:29,JOL,2,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOL 2:30,JOL,2,30,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOL 2:31,JOL,2,31,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JOL 2:32,JOL,2,32,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,JON 1:17,JON,1,17,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:24,LEV,6,24,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:25,LEV,6,25,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:26,LEV,6,26,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:27,LEV,6,27,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:28,LEV,6,28,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:29,LEV,6,29,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,LEV 6:30,LEV,6,30,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,MIC 5:15,MIC,5,15,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NAM 1:15,NAM,1,15,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 4:18,NEH,4,18,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 4:19,NEH,4,19,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 4:20,NEH,4,20,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 4:21,NEH,4,21,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 4:22,NEH,4,22,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 4:23,NEH,4,23,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 7:73,NEH,7,73,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NEH 9:38,NEH,9,38,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:36,NUM,16,36,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:37,NUM,16,37,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:38,NUM,16,38,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:39,NUM,16,39,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:40,NUM,16,40,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:41,NUM,16,41,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:42,NUM,16,42,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:43,NUM,16,43,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:44,NUM,16,44,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:45,NUM,16,45,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:46,NUM,16,46,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:47,NUM,16,47,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:48,NUM,16,48,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:49,NUM,16,49,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 16:50,NUM,16,50,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,NUM 29:40,NUM,29,40,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,SNG 6:13,SNG,6,13,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ZEC 1:18,ZEC,1,18,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ZEC 1:19,ZEC,1,19,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ZEC 1:20,ZEC,1,20,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
KJV_ONLY,ZEC 1:21,ZEC,1,21,KJV_ONLY_SHIFT_HOLE,Present in KJV addressing but expected to be supplied by a shifted WLC address.
